Game ID,SteamDB score
1114230,68.85%
1114260,76.56%
1114270,51.71%
1113390,62.10%
1113400,-1
1113490,73.45%
1113530,46.68%
1113580,58.33%
1113620,61.25%
1113630,-1
1113640,60.55%
1113650,35.22%
1113670,-1
1113690,-1
1113730,70.70%
1113740,50.00%
1113750,39.46%
1113760,-1
1113770,69.36%
1113780,68.04%
1113000,95.29%
1113010,-1
1113030,-1
1113060,60.28%
1113080,-1
1113090,-1
1113110,45.83%
1113210,-1
1113220,68.15%
1113230,-1
1113240,-1
1113290,-1
1113300,71.46%
1113310,76.83%
1113340,57.39%
1113360,-1
1113370,-1
1113380,-1
1112570,65.42%
1112580,74.00%
1112650,-1
1112670,-1
1112680,-1
1112690,73.45%
1112700,-1
1112710,50.00%
1112760,-1
1112790,67.42%
1112830,66.42%
1112840,50.00%
1112860,37.49%
1112870,58.75%
1112880,-1
1112930,84.82%
1112940,45.52%
1112950,-1
1112960,56.69%
1112050,-1
1112120,-1
1112130,-1
1112150,-1
1112200,50.00%
1112230,-1
1112240,65.96%
1112250,-1
1112330,55.69%
1112340,81.46%
1112350,-1
1112360,-1
1112370,74.16%
1112380,57.18%
1112390,-1
1112430,-1
1112440,68.15%
1112450,-1
1111590,-1
1111600,-1
1111610,50.00%
1111620,75.14%
1111650,-1
1111660,60.54%
1111730,-1
1111760,39.77%
1111830,-1
1111840,-1
1111870,-1
1111880,-1
1111910,-1
1111920,-1
1111930,-1
1111960,-1
1111970,79.25%
1111990,35.22%
1112010,40.40%
1111410,-1
1111420,50.00%
1111450,85.81%
1111540,73.31%
1110910,-1
1110980,72.76%
1111030,79.57%
1111040,-1
1111060,-1
1111100,40.40%
1111110,50.00%
1111120,-1
1111130,-1
1111150,-1
1111200,46.68%
1111210,79.50%
1111220,-1
1111250,-1
1111270,33.02%
1111290,-1
1111300,54.94%
1111310,64.78%
1111330,66.62%
1111340,50.00%
1110560,-1
1110580,75.09%
1110600,-1
1110620,-1
1110640,65.38%
1110650,56.00%
1110670,66.62%
1110690,85.58%
1110720,83.60%
1110770,79.58%
1110780,-1
1110830,59.30%
1110840,65.93%
1110870,50.00%
1110890,80.27%
1110200,44.31%
1110210,44.31%
1110220,-1
1110230,45.83%
1110280,62.51%
1110340,59.60%
1110350,-1
1110380,80.07%
1110410,64.64%
1110430,-1
1110460,-1
1110470,-1
1110490,48.11%
1109800,59.60%
1109880,-1
1109890,-1
1109940,-1
1109960,-1
1109980,-1
1110010,-1
1110020,-1
1110030,71.70%
1110100,84.60%
1109340,-1
1109360,88.65%
1109380,50.00%
1109400,54.07%
1109410,89.10%
1109420,-1
1109460,90.69%
1109470,-1
1109490,-1
1109550,50.00%
1109570,-1
1109650,62.51%
1109670,32.07%
1109690,61.04%
1109700,40.03%
1109720,69.44%
1109740,37.90%
1109750,-1
1109080,64.78%
1109100,-1
1109110,43.75%
1109130,90.11%
1109170,-1
1109220,-1
1109280,-1
1109300,-1
1109310,48.11%
1108740,62.39%
1108780,-1
1108820,59.60%
1108940,-1
1108950,-1
1108310,55.69%
1108350,80.02%
1108370,85.83%
1108380,-1
1108390,74.53%
1108420,-1
1108540,65.93%
1108550,69.91%
1108590,-1
1108600,-1
1108620,54.94%
1108630,65.42%
1108640,71.23%
1108660,54.17%
1108680,-1
1107920,-1
1107940,-1
1107950,50.00%
1108000,-1
1108020,-1
1108030,-1
1108040,-1
1108090,79.10%
1108110,-1
1108130,45.83%
1108170,-1
1108190,68.75%
1108240,45.93%
1108250,-1
1107580,44.31%
1107620,64.64%
1107640,-1
1107660,-1
1107720,40.40%
1107730,62.00%
1107750,-1
1107790,74.49%
1107820,75.44%
1107860,-1
1107040,65.67%
1107050,47.83%
1107060,72.24%
1107100,-1
1107130,59.00%
1107160,50.00%
1107190,44.31%
1107210,57.73%
1107230,83.74%
1107300,-1
1107320,-1
1107350,56.25%
1107370,68.76%
1107390,-1
1107440,70.48%
1107450,52.78%
1107470,79.32%
1107490,53.98%
1107510,44.86%
1106530,83.65%
1106660,-1
1106670,52.39%
1106680,-1
1106690,63.54%
1106700,-1
1106710,73.27%
1106720,60.09%
1106730,50.00%
1106740,59.60%
1106750,64.14%
1106770,88.62%
1106790,44.83%
1106830,-1
1106850,82.96%
1106860,84.65%
1106880,82.47%
1106910,-1
1106920,78.36%
1106930,-1
1106940,86.31%
1106950,-1
1106970,59.97%
1106980,-1
1106350,57.17%
1105960,-1
1105970,41.00%
1105990,-1
1106030,36.55%
1106060,67.24%
1106080,79.41%
1106150,75.41%
1105450,65.42%
1105470,-1
1105480,43.95%
1105490,-1
1105530,-1
1105550,-1
1105560,70.75%
1105570,-1
1105600,-1
1105620,78.72%
1105660,67.39%
1105670,-1
1105730,61.96%
1105740,78.34%
1105770,57.18%
1105780,-1
1105870,62.51%
1105110,85.45%
1105140,-1
1105160,-1
1105210,-1
1105220,-1
1105240,37.90%
1105300,-1
1105330,-1
1105410,83.99%
1105420,58.11%
1105430,67.93%
1104790,-1
1104800,-1
1104830,60.76%
1104840,-1
1104870,40.57%
1104890,68.76%
1104910,-1
1104920,-1
1104930,-1
1104960,48.11%
1105040,73.27%
1104270,-1
1104280,-1
1104290,58.34%
1104320,59.97%
1104340,59.18%
1104380,91.78%
1104400,-1
1104450,88.41%
1104460,63.89%
1104470,-1
1104480,45.83%
1104490,69.44%
1104510,50.00%
1104570,-1
1104600,-1
1104610,-1
1104620,74.00%
1104630,-1
1104660,89.64%
1104670,39.91%
1104690,66.62%
1104710,55.52%
1103770,83.19%
1103780,58.56%
1103790,71.55%
1103800,70.99%
1103810,65.38%
1103820,-1
1103860,75.18%
1103870,-1
1103880,80.70%
1103890,62.10%
1103920,38.05%
1103930,79.58%
1103940,-1
1103950,49.76%
1103960,55.69%
1103970,-1
1103980,50.00%
1104010,-1
1104030,55.69%
1104040,-1
1104050,39.72%
1104100,61.97%
1104150,-1
1104170,44.31%
1104200,-1
1104210,-1
1104220,77.03%
1104230,66.62%
1104250,65.42%
1103330,-1
1103340,-1
1103390,-1
1103400,-1
1103430,62.51%
1103460,-1
1103490,68.03%
1103520,-1
1103530,-1
1103540,-1
1103550,-1
1103560,-1
1103570,-1
1103590,42.61%
1103610,-1
1103620,-1
1103630,39.24%
1103640,-1
1103650,-1
1103690,-1
1103730,78.74%
1102880,66.88%
1102890,-1
1102940,-1
1102980,84.29%
1103000,-1
1103040,-1
1103050,-1
1103060,-1
1103070,-1
1103080,-1
1103100,77.09%
1103120,72.21%
1103130,76.13%
1103140,55.17%
1103160,-1
1103210,86.31%
1103250,50.00%
1103290,-1
1103300,-1
1103310,84.22%
1102370,73.45%
1102390,-1
1102410,75.64%
1102420,53.32%
1102490,-1
1102500,59.91%
1102510,-1
1102580,73.21%
1102650,80.29%
1102680,44.00%
1102700,68.15%
1102720,59.21%
1102740,-1
1102750,60.28%
1102770,-1
1101930,83.48%
1101940,61.49%
1101980,38.41%
1102000,-1
1102030,-1
1102040,69.44%
1102060,65.38%
1102080,-1
1102100,72.46%
1102110,-1
1102130,90.48%
1102150,42.83%
1102200,47.22%
1102210,55.69%
1102230,-1
1102260,65.93%
1102280,-1
1102340,-1
1101450,87.95%
1101480,62.51%
1101530,-1
1101570,58.55%
1101630,-1
1101660,63.89%
1101670,-1
1101740,-1
1101760,73.83%
1101770,-1
1101780,45.67%
1101790,-1
1101800,-1
1101840,-1
1101850,64.78%
1100910,-1
1100920,43.95%
1100930,79.50%
1100970,66.38%
1101000,42.61%
1101050,59.10%
1101060,-1
1101080,57.96%
1101100,50.00%
1101130,72.24%
1101140,80.68%
1101170,71.52%
1101200,40.40%
1101220,-1
1101260,75.16%
1101290,50.00%
1101310,-1
1101330,-1
1101340,-1
1101360,71.27%
1101370,-1
1101380,-1
1101400,71.94%
1100560,-1
1100840,-1
1100880,-1
1100900,71.25%
1100030,73.45%
1100050,44.31%
1100070,50.00%
1100090,-1
1100140,-1
1100160,84.56%
1100170,78.44%
1100180,-1
1100200,75.77%
1100210,74.00%
1100260,84.27%
1100270,71.89%
1100290,-1
1100300,-1
1100320,-1
1100340,-1
1100350,-1
1100410,52.96%
1100420,84.88%
1100430,84.60%
1100510,66.58%
1099630,51.89%
1099640,-1
1099660,-1
1099780,-1
1099790,-1
1099830,36.25%
1099840,65.86%
1099900,-1
1099920,68.31%
1099960,75.46%
1099980,69.44%
1099400,58.09%
1099440,78.45%
1099450,57.82%
1099460,60.54%
1099470,44.31%
1099500,79.17%
1099510,-1
1099530,72.86%
1099220,-1
1098770,-1
1098790,46.73%
1098810,44.31%
1098840,86.55%
1098870,45.52%
1098910,-1
1098980,45.83%
1099010,62.51%
1099070,74.99%
1099090,66.62%
1099100,-1
1099110,75.92%
1099140,82.12%
1099170,78.95%
1098320,-1
1098340,89.56%
1098360,-1
1098370,82.12%
1098420,80.69%
1098430,-1
1098440,54.17%
1098470,-1
1098480,-1
1098490,88.94%
1098500,-1
1098510,73.30%
1098530,33.38%
1098540,65.93%
1098560,81.47%
1098570,50.00%
1098620,45.83%
1098640,53.32%
1098650,50.00%
1098660,-1
1098670,46.73%
1098680,76.45%
1098700,73.56%
1098720,69.91%
1098730,64.78%
1098750,-1
1098760,42.61%
1097910,-1
1097960,66.07%
1098000,-1
1098040,-1
1098080,75.91%
1098090,69.44%
1098140,62.10%
1098150,65.50%
1098170,78.64%
1098180,-1
1098190,68.19%
1098200,57.31%
1098210,64.89%
1098220,-1
1098230,-1
1098250,-1
1098270,74.58%
1098280,-1
1098291,-1
1098292,-1
1097470,-1
1097480,-1
1097500,-1
1097520,68.18%
1097550,78.11%
1097560,-1
1097570,-1
1097580,82.31%
1097590,45.67%
1097600,-1
1097620,74.28%
1097630,-1
1097650,-1
1097670,66.76%
1097690,42.61%
1097710,68.15%
1097760,-1
1097770,81.33%
1097780,-1
1097790,67.56%
1097800,82.70%
1097810,71.15%
1097820,79.04%
1097830,-1
1097860,-1
1097870,66.62%
1097880,83.36%
1097900,59.60%
1097090,45.83%
1097100,-1
1097110,83.93%
1097120,79.23%
1097130,-1
1097160,68.15%
1097170,79.89%
1097180,66.33%
1097200,-1
1097210,69.33%
1097240,63.88%
1097260,-1
1097270,53.98%
1097300,61.17%
1097310,65.27%
1097330,-1
1097340,-1
1097360,-1
1097370,74.96%
1097400,44.31%
1097420,77.86%
1097430,-1
1096510,48.44%
1096540,52.42%
1096550,80.52%
1096560,59.59%
1096570,80.53%
1096590,83.06%
1096600,66.62%
1096610,65.17%
1096630,54.48%
1096650,-1
1096690,73.89%
1096710,84.26%
1096720,72.81%
1096750,52.78%
1096910,50.00%
1096930,83.88%
1096950,60.54%
1096960,-1
1096970,46.13%
1096980,60.28%
1097000,65.20%
1096060,85.32%
1096090,-1
1096100,-1
1096120,66.76%
1096130,71.55%
1096140,-1
1096180,83.63%
1096210,77.79%
1096230,64.78%
1096240,65.25%
1096270,-1
1096290,-1
1096300,58.72%
1096310,53.00%
1096330,78.55%
1096340,50.00%
1096360,-1
1096420,75.64%
1096430,42.61%
1095650,-1
1095680,65.42%
1095700,69.59%
1095710,61.96%
1095750,75.44%
1095760,-1
1095790,76.80%
1095810,-1
1095820,-1
1095840,-1
1095850,-1
1095860,-1
1095870,-1
1095880,-1
1095980,-1
1095990,-1
1096000,65.51%
1096010,57.50%
1095200,66.62%
1095230,62.51%
1095260,-1
1095280,-1
1095290,-1
1095300,-1
1095320,73.89%
1095360,50.00%
1095370,68.15%
1095380,64.78%
1095400,-1
1095450,61.05%
1095480,-1
1095520,80.20%
1095540,55.69%
1095550,-1
1095560,-1
1095590,53.32%
1095610,-1
1094870,78.03%
1094880,56.44%
1094920,-1
1094930,76.08%
1094960,-1
1095040,-1
1095060,71.48%
1095070,57.96%
1095080,50.00%
1095090,50.00%
1095120,85.18%
1095140,-1
1094390,80.78%
1094400,-1
1094420,84.53%
1094440,59.60%
1094460,-1
1094520,86.30%
1094530,89.95%
1094540,-1
1094580,60.37%
1094590,-1
1094600,-1
1094620,-1
1094630,-1
1094640,65.93%
1094660,46.98%
1094690,53.66%
1094720,-1
1094730,-1
1094760,59.89%
1094080,62.82%
1094100,50.00%
1094110,66.76%
1094120,-1
1094130,54.17%
1094170,-1
1094190,44.31%
1094250,81.82%
1094290,75.77%
1094320,70.57%
1094340,68.97%
1093670,76.62%
1093690,-1
1093720,78.77%
1093750,59.97%
1093760,63.44%
1093770,-1
1093790,75.77%
1093800,-1
1093810,-1
1093820,-1
1093830,-1
1093850,68.15%
1093870,-1
1093880,50.75%
1093900,68.80%
1093910,93.58%
1093920,78.75%
1093950,-1
1094020,55.69%
1094030,84.98%
1094050,65.00%
1094060,57.18%
1094070,66.62%
1093120,-1
1093130,-1
1093150,73.19%
1093180,-1
1093220,-1
1093280,44.31%
1093290,-1
1093300,68.80%
1093310,37.90%
1093320,73.37%
1093330,82.76%
1093340,-1
1093360,72.21%
1093370,68.97%
1093500,-1
1093520,83.55%
1092660,74.61%
1092680,-1
1092700,83.82%
1092710,85.72%
1092730,78.59%
1092750,44.31%
1092770,61.11%
1092780,79.68%
1092800,-1
1092830,-1
1092850,71.55%
1092870,-1
1092900,-1
1092950,-1
1092980,65.59%
1093020,-1
1092210,59.01%
1092260,77.09%
1092270,62.51%
1092300,-1
1092430,76.27%
1092500,50.90%
1092510,70.57%
1092530,-1
1092560,-1
1092580,44.31%
1092590,89.77%
1092630,83.02%
1092650,51.56%
1091720,81.30%
1091730,-1
1091840,-1
1091860,-1
1091870,-1
1091890,-1
1091910,-1
1091920,-1
1091940,70.85%
1091950,74.94%
1091960,81.41%
1091970,57.18%
1091980,71.61%
1092000,77.02%
1092060,-1
1092070,-1
1092080,-1
1092140,86.01%
1092160,-1
1092170,-1
1092180,-1
1092190,-1
1091220,-1
1091240,66.62%
1091250,84.38%
1091260,-1
1091270,65.93%
1091350,44.31%
1091370,-1
1091380,-1
1091390,-1
1091400,72.09%
1091410,-1
1091470,73.53%
1091510,-1
1091520,60.54%
1091540,-1
1091550,-1
1091560,63.41%
1091570,46.41%
1091580,63.21%
1091620,-1
1091640,71.79%
1091650,57.61%
1091670,55.69%
1091690,-1
1090790,81.30%
1090900,71.12%
1090910,59.60%
1090920,-1
1090930,70.99%
1090940,68.15%
1090960,-1
1091010,65.39%
1091020,-1
1091040,75.64%
1091070,-1
1091090,60.44%
1091100,-1
1091110,58.97%
1091140,-1
1091170,54.48%
1091180,69.44%
1091190,53.32%
1091200,57.73%
1091210,67.95%
1090390,76.09%
1090420,69.44%
1090440,83.35%
1090470,57.21%
1090480,-1
1090490,-1
1090520,-1
1090530,-1
1090540,-1
1090560,73.38%
1090580,62.00%
1090590,-1
1090650,-1
1090660,55.69%
1090690,-1
1090700,-1
1090750,-1
1090190,76.71%
1090210,67.65%
1090300,-1
1090340,-1
1090370,-1
1090380,-1
1089930,-1
1089980,96.52%
1090020,-1
1090030,74.51%
1090060,-1
1090120,-1
1089520,-1
1089540,-1
1089570,55.66%
1089590,67.20%
1089600,78.13%
1089650,75.30%
1089660,70.15%
1089690,-1
1089710,71.99%
1089760,65.38%
1089770,-1
1089790,76.62%
1089800,-1
1089810,68.64%
1089820,73.53%
1089840,82.30%
1089860,70.98%
1089880,62.51%
1089250,-1
1089290,55.69%
1089310,78.43%
1089330,43.95%
1089350,50.05%
1089430,-1
1088950,76.34%
1088960,50.00%
1088980,-1
1089000,-1
1089030,-1
1089050,66.62%
1089080,55.66%
1089090,87.42%
1089100,-1
1089110,77.77%
1089130,83.80%
1089140,-1
1088540,56.05%
1088570,-1
1088590,68.09%
1088600,71.49%
1088610,-1
1088630,71.25%
1088720,54.17%
1088750,-1
1088760,-1
1088790,78.65%
1088800,-1
1088830,-1
1088870,74.56%
1088880,56.36%
1088900,-1
1088910,-1
1088190,-1
1088420,77.30%
1088440,59.60%
1087700,70.81%
1087720,75.08%
1087730,63.81%
1087770,-1
1087780,70.34%
1087800,67.93%
1087810,78.13%
1087820,53.32%
1087910,40.40%
1087940,-1
1087950,63.89%
1087960,79.95%
1087970,71.48%
1088010,50.00%
1088030,-1
1088040,57.39%
1088060,70.57%
1088070,53.59%
1088110,44.31%
1088130,32.07%
1087280,86.80%
1087310,-1
1087320,74.03%
1087330,60.17%
1087460,80.62%
1087480,62.10%
1087500,69.79%
1087540,-1
1087600,56.69%
1087610,-1
1087640,-1
1086810,69.85%
1086820,54.17%
1086840,76.60%
1086860,82.01%
1086900,-1
1086920,-1
1086970,70.75%
1086980,-1
1086990,46.73%
1087020,65.42%
1087040,31.85%
1087060,69.34%
1087070,-1
1087100,43.47%
1087110,72.06%
1087190,65.42%
1086410,86.49%
1086460,-1
1086470,69.76%
1086490,45.83%
1086530,-1
1086620,-1
1086630,-1
1086670,-1
1086680,76.80%
1086690,-1
1086710,-1
1086750,81.14%
1086050,-1
1086060,62.51%
1086070,56.53%
1086140,-1
1086160,76.82%
1086170,-1
1086180,55.69%
1086240,-1
1086250,55.69%
1086260,55.69%
1086270,-1
1086310,43.68%
1085630,75.63%
1085640,70.48%
1085730,-1
1085750,76.74%
1085800,-1
1085820,50.00%
1085840,-1
1085880,-1
1085900,59.60%
1085930,65.00%
1085940,40.40%
1085950,62.51%
1085990,78.37%
1086010,71.60%
1086030,69.77%
1085150,61.38%
1085160,83.56%
1085180,85.44%
1085190,57.73%
1085210,-1
1085230,-1
1085240,43.95%
1085260,72.21%
1085270,67.00%
1085280,62.51%
1085310,42.18%
1085340,79.45%
1085390,63.45%
1085510,84.15%
1085520,50.00%
1085540,-1
1085560,80.45%
1085570,-1
1085610,61.38%
1084710,71.52%
1084730,-1
1084770,55.14%
1084790,77.22%
1084810,37.49%
1084830,-1
1084840,-1
1084870,55.40%
1084880,-1
1084910,-1
1084920,-1
1084930,71.52%
1084970,71.55%
1084980,67.38%
1084990,70.84%
1085010,67.93%
1085070,-1
1085080,-1
1085090,-1
1085110,42.83%
1084220,-1
1084350,56.90%
1084360,-1
1084380,-1
1084400,72.72%
1084420,55.69%
1084460,50.00%
1084480,83.66%
1084530,-1
1084560,-1
1084570,88.70%
1084580,-1
1084600,-1
1084630,64.11%
1084640,90.69%
1084660,-1
1083750,-1
1083760,79.68%
1083790,-1
1083810,78.48%
1083820,77.77%
1083850,41.00%
1083870,-1
1083990,57.39%
1084010,40.40%
1084050,47.89%
1084080,71.31%
1084090,-1
1084130,-1
1083230,-1
1083240,-1
1083260,37.49%
1083270,-1
1083290,40.03%
1083300,-1
1083310,74.84%
1083350,-1
1083380,-1
1083410,33.38%
1083430,65.51%
1083450,70.57%
1083460,-1
1083480,63.95%
1083580,-1
1083600,-1
1083610,-1
1083650,71.63%
1083700,50.00%
1082750,66.33%
1082760,-1
1082780,-1
1082860,-1
1082900,-1
1082930,76.18%
1082940,54.17%
1082970,-1
1082990,-1
1083000,-1
1083070,-1
1083150,-1
1083190,82.00%
1083210,69.09%
1082410,-1
1082430,-1
1082440,-1
1082450,-1
1082460,-1
1082470,-1
1082480,-1
1082490,45.83%
1082500,59.97%
1082520,-1
1082620,59.60%
1082650,47.22%
1082680,38.25%
1082690,-1
1082700,-1
1082710,93.52%
1082720,50.00%
1082730,50.00%
1082110,69.36%
1082180,75.70%
1082200,-1
1082220,51.83%
1082240,-1
1081630,-1
1081710,56.02%
1081720,-1
1081730,43.68%
1081740,65.25%
1081760,46.25%
1081780,70.68%
1081800,62.10%
1081810,52.03%
1081820,-1
1081830,-1
1081840,-1
1081850,64.87%
1081870,77.88%
1081880,72.48%
1081890,77.40%
1081910,44.31%
1081960,-1
1081990,-1
1082000,-1
1081140,37.90%
1081160,81.47%
1081170,42.61%
1081190,58.33%
1081200,-1
1081240,75.64%
1081250,68.97%
1081260,69.44%
1081300,-1
1081320,50.00%
1081340,-1
1081350,-1
1081370,59.60%
1081410,50.00%
1081420,-1
1081430,-1
1081460,50.00%
1081470,60.23%
1081490,-1
1081500,-1
1081520,-1
1081540,-1
1081550,-1
1081560,67.45%
1081600,54.17%
1081610,69.09%
1080680,-1
1080690,-1
1080700,-1
1080750,88.68%
1080780,63.88%
1080790,-1
1080930,60.28%
1080950,-1
1080960,-1
1080990,81.57%
1081020,-1
1081030,-1
1081040,64.87%
1081070,-1
1081090,60.55%
1081100,-1
1081110,37.49%
1080180,-1
1080200,59.60%
1080240,-1
1080250,73.45%
1080290,-1
1080330,-1
1080360,-1
1080370,50.00%
1080440,30.56%
1080450,-1
1079720,53.27%
1079730,-1
1079740,-1
1079760,-1
1079810,65.93%
1079830,-1
1079870,-1
1079890,-1
1079910,-1
1079940,56.83%
1079970,-1
1080010,81.00%
1080020,-1
1080040,-1
1080060,62.10%
1080090,-1
1080120,64.78%
1080130,68.41%
1080150,-1
1079210,80.76%
1079230,-1
1079290,-1
1079310,68.05%
1079330,53.75%
1079340,25.47%
1079420,44.31%
1079430,54.17%
1079440,58.97%
1079450,86.21%
1079470,-1
1079480,50.00%
1079520,60.54%
1079550,50.00%
1079560,-1
1079570,70.44%
1079600,59.60%
1079610,-1
1079620,77.43%
1079630,74.40%
1079650,-1
1078750,66.62%
1078760,-1
1078770,52.70%
1078780,42.61%
1078800,62.92%
1078820,-1
1078870,65.42%
1078930,-1
1078950,-1
1078960,83.78%
1078970,73.51%
1079000,84.09%
1079050,-1
1079110,59.97%
1079130,76.61%
1079150,-1
1079160,90.62%
1079200,75.95%
1078240,-1
1078270,-1
1078280,86.98%
1078340,-1
1078350,-1
1078360,-1
1078370,-1
1078390,-1
1078420,-1
1078450,63.89%
1078460,-1
1078490,68.98%
1078500,-1
1078510,82.78%
1078520,71.23%
1078550,-1
1078560,53.52%
1078570,-1
1078590,-1
1078610,-1
1078640,65.74%
1078670,41.67%
1078730,72.47%
1077740,50.00%
1077760,64.35%
1077850,69.80%
1077860,-1
1077880,-1
1077890,68.60%
1077970,82.32%
1078000,75.46%
1078040,-1
1078060,55.69%
1078080,44.31%
1078130,55.14%
1078140,-1
1078200,87.97%
1078210,-1
1077290,86.65%
1077300,-1
1077320,31.85%
1077340,63.44%
1077360,-1
1077390,-1
1077410,71.41%
1077420,-1
1077430,82.35%
1077440,74.10%
1077450,83.74%
1077470,-1
1077490,56.32%
1077520,84.18%
1077530,79.91%
1077540,50.00%
1077550,58.06%
1077560,62.51%
1077570,-1
1077580,72.74%
1077590,-1
1077600,79.50%
1077630,58.21%
1077680,-1
1077730,83.19%
1076780,62.51%
1076790,-1
1076830,57.18%
1076880,86.34%
1076920,64.91%
1076940,-1
1076950,43.95%
1076970,-1
1077010,-1
1077030,-1
1077080,62.51%
1077090,75.10%
1077110,37.90%
1077150,44.31%
1077200,62.10%
1077210,58.55%
1077230,81.26%
1077250,-1
1077270,-1
1076410,42.61%
1076450,-1
1076480,-1
1076500,78.92%
1076550,85.79%
1076600,31.46%
1076610,-1
1076620,-1
1076640,59.45%
1076720,-1
1076730,-1
1076770,-1
1076020,-1
1076040,53.59%
1076050,-1
1076060,-1
1076100,64.78%
1076110,-1
1076120,-1
1076130,-1
1076140,77.77%
1076160,77.78%
1076200,-1
1076210,76.61%
1076230,77.15%
1076290,50.00%
1076300,-1
1076350,-1
1076360,-1
1075750,66.62%
1075790,50.00%
1075830,-1
1075850,-1
1075860,-1
1075900,-1
1075910,-1
1075950,74.09%
1075960,50.00%
1075980,86.92%
1075350,-1
1075370,68.75%
1075390,69.36%
1075400,68.00%
1075430,76.95%
1075480,68.97%
1075550,62.53%
1075570,-1
1075580,-1
1074900,55.69%
1074910,-1
1074920,-1
1074930,-1
1074960,-1
1074990,-1
1075000,67.39%
1075120,40.20%
1075140,65.81%
1075170,-1
1075190,72.74%
1074490,-1
1074510,68.31%
1074520,82.12%
1074530,60.28%
1074610,67.13%
1074630,66.14%
1074640,68.15%
1074680,-1
1074690,-1
1074700,-1
1074770,67.90%
1074820,54.62%
1074830,-1
1074840,34.07%
1074860,-1
1074870,-1
1074880,-1
1074220,74.00%
1074250,-1
1074280,-1
1074300,-1
1074310,-1
1074330,-1
1074340,-1
1074350,-1
1074370,49.06%
1074390,-1
1074400,50.00%
1073820,83.54%
1073870,78.03%
1073890,66.62%
1073900,79.73%
1073960,59.60%
1074030,-1
1074040,72.75%
1074060,-1
1074070,80.58%
1074080,82.56%
1074150,64.78%
1074170,75.67%
1074180,63.19%
1074190,-1
912920,-1
912930,81.47%
912990,-1
913000,-1
913010,87.22%
913060,88.09%
913090,81.78%
913100,68.75%
913110,83.02%
913120,-1
913130,63.89%
913150,60.54%
913160,81.52%
913180,44.87%
913210,-1
913250,37.49%
913260,55.66%
913270,57.17%
913280,71.10%
913320,79.83%
913330,70.85%
913340,60.54%
913350,-1
913370,34.07%
912500,57.39%
912510,-1
912520,50.00%
912550,73.75%
912560,72.35%
912570,77.98%
912580,-1
912590,54.55%
912630,-1
912650,64.78%
912660,61.95%
912690,-1
912720,-1
912730,57.39%
912760,59.60%
912770,-1
912790,50.00%
912810,61.86%
912820,50.00%
912840,-1
912870,-1
912900,63.89%
912070,68.80%
912110,62.57%
912120,-1
912140,-1
912170,75.41%
912190,71.49%
912210,37.02%
912250,65.00%
912260,-1
912310,-1
912360,35.22%
912370,68.95%
912390,68.15%
912410,-1
912420,-1
912450,77.11%
911580,-1
911630,-1
911640,-1
911660,-1
911680,74.00%
911690,50.00%
911760,68.80%
911840,50.00%
911850,-1
911880,31.24%
911950,-1
912000,-1
912010,-1
912020,50.00%
911100,-1
911120,-1
911130,34.07%
911170,-1
911180,50.00%
911200,51.89%
911210,40.03%
911220,83.75%
911230,55.65%
911240,-1
911250,84.55%
911270,55.69%
911280,-1
911290,-1
911310,67.40%
911320,-1
911380,-1
911400,49.88%
911420,66.62%
911440,50.00%
911480,41.67%
911500,-1
911510,58.57%
911520,77.62%
911550,70.35%
910630,90.10%
910650,-1
910660,66.76%
910700,-1
910730,80.07%
910750,-1
910770,-1
910800,-1
910830,63.84%
910850,-1
910880,74.96%
910980,-1
910990,66.62%
911010,67.59%
911040,45.31%
911050,60.34%
910050,66.62%
910150,62.10%
910180,-1
910190,70.57%
910200,36.79%
910210,56.05%
910220,34.07%
910230,-1
910250,45.31%
910260,50.00%
910280,-1
910290,-1
910320,71.51%
910370,56.02%
910380,70.57%
910390,71.25%
910400,50.00%
910420,-1
910430,41.03%
910450,57.14%
910460,71.45%
910470,77.00%
910500,55.69%
910530,50.00%
910540,56.32%
910590,59.97%
909970,40.35%
909660,78.97%
909670,84.09%
909780,61.25%
909820,87.76%
909830,63.21%
909900,36.11%
909170,55.69%
909190,88.75%
909200,-1
909220,69.91%
909320,80.16%
909360,-1
909370,-1
909380,-1
909430,53.32%
909460,-1
909470,-1
909480,69.44%
909490,-1
909500,-1
909510,53.24%
909570,71.49%
909580,50.99%
909630,57.18%
908690,-1
908710,67.40%
908730,-1
908750,59.97%
908790,72.94%
908830,55.69%
908840,-1
908920,-1
908940,59.60%
908950,26.11%
908960,-1
908990,81.17%
909000,46.02%
909010,66.62%
909020,45.52%
909080,93.70%
909100,66.56%
909110,83.41%
908230,52.78%
908260,55.14%
908270,-1
908290,-1
908310,43.95%
908320,-1
908330,-1
908350,65.93%
908360,-1
908390,-1
908400,59.60%
908420,-1
908430,-1
908450,38.59%
908480,-1
908500,50.00%
908510,-1
908520,91.63%
908560,-1
908590,-1
908620,50.00%
908660,-1
907870,55.69%
907890,77.00%
907900,-1
907920,-1
907940,-1
907970,62.98%
908000,-1
908010,68.15%
908020,71.52%
908030,50.00%
908050,74.76%
908070,81.96%
908090,40.40%
908100,80.37%
908120,64.76%
908150,-1
908180,72.22%
907460,42.69%
907470,85.42%
907500,-1
907520,-1
907560,-1
907590,48.90%
907600,80.92%
907620,54.84%
907630,-1
907670,84.80%
907680,55.21%
907710,55.86%
907760,85.54%
907770,67.85%
907780,-1
907820,77.72%
906950,57.39%
907000,88.11%
907020,59.10%
